,flight_number,departure_station_code,arrival_station_code,scheduled_departure_dtl,entree_product_id,entree_description,entree_code,planned_entree_count,consumed_entree_count
6665,1032,PTX,IAX,2022-09-01,58105,Protein egg entree,O,12,12
6666,711,ORX,AUX,2022-09-02,58272,Horchata steel cut oatmeal,OM,2,0
6667,745,DEX,SBX,2022-09-09,61530,Impossible Meatball Bowl,V,3,0
6668,2136,EWX,MCX,2022-09-10,58272,Horchata steel cut oatmeal,OM,1,0
6669,1946,MSX,DEX,2022-09-11,60987,Impossible Meatball Bowl,V,6,6
6670,1078,DEX,SEX,2022-09-13,58019,Belgium waffle,WF,11,0
6671,1904,GUX,IAX,2022-09-13,58110,Vegetarian entree,V,6,0
6672,1642,IAX,SFX,2022-09-18,60983,Zatar chicken,C,36,0
6673,6375,IAX,DCX,2022-09-19,60985,Zatar chicken,C,7,3
6674,1922,IAX,SAX,2022-09-23,60987,Impossible Meatball Bowl,V,12,8
6675,569,DEX,GRX,2022-09-25,61529,Zatar chicken,C,8,5
6676,1165,MSX,IAX,2022-09-26,58019,Belgium waffle,WF,10,0
6677,1533,EWX,MIX,2022-09-27,58563,Tomato and kale baked egg,E,1,0
6678,2201,EWX,SAX,2022-09-27,61360,Brioche cheeseburger,B,6,0
6679,1525,IAX,EWX,2022-09-29,58019,Belgium waffle,WF,15,12
6680,1296,LAX,LIX,2022-09-02,58049,Cinnamon French toast,FT,4,0
6681,1164,IAX,MBX,2022-09-05,58019,Belgium waffle,WF,8,0
6682,1500,EWX,LAX,2022-09-16,58488,Tapas,O2,22,22
6683,2611,IAX,IAX,2022-09-17,58764,Mediterranean Falafel Bowl,V,1,0
6684,2623,LAX,ORX,2022-09-17,60987,Impossible Meatball Bowl,V,8,3
6685,1068,ORX,LAX,2022-09-17,58764,Mediterranean Falafel Bowl,V,1,0
6686,2446,ORX,PHX,2022-09-20,58563,Tomato and kale baked egg,E,2,1
6687,618,DEX,ORX,2022-09-22,60987,Impossible Meatball Bowl,V,4,3
6688,2615,LAX,EWX,2022-09-26,17259,Gluten-free Meal,GF,1,1
6689,799,SJX,LAX,2022-09-28,58109,Chicken breast entree,C,7,3
6690,578,DEX,GEX,2022-09-30,60987,Impossible Meatball Bowl,V,12,2
6691,1468,IAX,DEX,2022-09-30,60983,Zatar chicken,C,10,10
6692,719,MEX,SFX,2022-09-30,58105,Protein egg entree,O,7,0
6693,1047,MSX,ORX,2022-09-30,60983,Zatar chicken,C,10,5
6694,528,XPX,IAX,2022-09-03,60987,Impossible Meatball Bowl,V,5,0
6695,342,IAX,MIX,2022-09-05,61530,Impossible Meatball Bowl,V,4,3
6696,389,MSX,DEX,2022-09-05,61530,Impossible Meatball Bowl,V,5,5
6697,390,EWX,DEX,2022-09-07,60983,Zatar chicken,C,7,0
6698,390,EWX,DEX,2022-09-07,60549,Vegetarian chili and polenta cake,V,2,0
6699,2313,DEX,ORX,2022-09-11,60987,Impossible Meatball Bowl,V,9,9
6700,1577,EWX,TPX,2022-09-13,61530,Impossible Meatball Bowl,V,4,0
6701,1759,DEX,KOX,2022-09-13,58676,Butternut squash schnitzel,V,5,0
6702,1928,SFX,ORX,2022-09-15,58019,Belgium waffle,WF,14,1
6703,2018,IAX,BOX,2022-09-20,61524,Scrambled eggs,O,6,4
6704,1145,CUX,SFX,2022-09-02,58109,Chicken breast entree,C,12,0
6705,6078,IAX,CHX,2022-09-08,60985,Zatar chicken,C,7,5
6706,2385,LAX,IAX,2022-09-08,58019,Belgium waffle,WF,14,10
6707,223,IAX,SFX,2022-09-08,60987,Impossible Meatball Bowl,V,4,4
6708,1549,IAX,DEX,2022-09-10,58764,Mediterranean Falafel Bowl,V,1,0
6709,453,SFX,ORX,2022-09-12,58981,Scrambled eggs,O,12,0
6710,2097,EWX,MCX,2022-09-13,58019,Belgium waffle,WF,6,4
6711,926,LHX,IAX,2022-09-16,53195,ASIAN VEGETARIAN MEAL,AV,1,1
6712,2318,EWX,AUX,2022-09-20,58766,Gingerbread French Toast,FT,1,0
6713,2425,LAX,BOX,2022-09-10,60987,Impossible Meatball Bowl,V,5,5
6714,2198,IAX,PDX,2022-09-10,60983,Zatar chicken,C,11,0
6715,2216,EWX,LAX,2022-09-14,56447,Kosher Meal,KS,3,0
6716,1125,DEX,SMX,2022-09-15,58019,Belgium waffle,WF,5,0
6717,422,IAX,SAX,2022-09-16,60987,Impossible Meatball Bowl,V,16,4
6718,541,DEX,SAX,2022-09-17,60987,Impossible Meatball Bowl,V,6,4
6719,1281,IAX,SJX,2022-09-20,60549,Vegetarian chili and polenta cake,V,2,0
6720,358,COX,ORX,2022-09-21,60987,Impossible Meatball Bowl,V,6,4
6721,1046,DEX,IAX,2022-09-28,58766,Gingerbread French Toast,FT,1,1
6722,2230,IAX,DEX,2022-09-21,58563,Tomato and kale baked egg,E,3,3
6723,1155,IAX,CUX,2022-09-21,58563,Tomato and kale baked egg,E,4,0
6724,2495,IAX,EWX,2022-09-21,60983,Zatar chicken,C,6,0
6725,1232,EWX,DEX,2022-09-27,60549,Vegetarian chili and polenta cake,V,2,0
6726,1865,DEX,IAX,2022-09-28,58563,Tomato and kale baked egg,E,2,3
6727,673,DEX,IAX,2022-09-30,61360,Brioche cheeseburger,B,4,0
6728,2338,IAX,PHX,2022-09-05,60987,Impossible Meatball Bowl,V,6,2
6729,2260,IAX,MSX,2022-09-09,58563,Tomato and kale baked egg,E,1,0
6730,797,IAX,LAX,2022-09-10,58574,Belgium waffle,WF,4,0
6731,1670,PUX,IAX,2022-09-10,60987,Impossible Meatball Bowl,V,8,6
6732,468,EWX,MCX,2022-09-11,58764,Mediterranean Falafel Bowl,V,1,0
6733,1928,SFX,ORX,2022-09-12,58019,Belgium waffle,WF,10,7
6734,1069,IAX,LAX,2022-09-02,58019,Belgium waffle,WF,6,0
6735,2632,MSX,IAX,2022-09-02,58019,Belgium waffle,WF,8,0
6736,1760,LGX,IAX,2022-09-02,60987,Impossible Meatball Bowl,V,6,2
6737,1214,ORX,TPX,2022-09-05,60987,Impossible Meatball Bowl,V,6,2
6738,2112,EWX,SNX,2022-09-05,60987,Impossible Meatball Bowl,V,3,0
6739,5792,DEX,YYX,2022-09-06,57994,Classic selection cheese tray,O,5,5
6740,2456,ORX,JAX,2022-09-09,61530,Impossible Meatball Bowl,V,3,0
6741,2054,IAX,DEX,2022-09-12,58981,Scrambled eggs,O,9,7
6742,749,ORX,SEX,2022-09-20,58019,Belgium waffle,WF,5,0
6743,540,SFX,OGX,2022-09-21,53014,Thai chicken,C,14,7
6744,2274,DEX,BWX,2022-09-22,58019,Belgium waffle,WF,10,0
6745,1473,SDX,EWX,2022-09-23,58090,Classic selection cheese tray,O,20,13
6746,2438,LGX,DEX,2022-09-24,61529,Zatar chicken,C,7,0
6747,1729,SFX,CLX,2022-09-25,60983,Zatar chicken,C,6,0
6748,732,PHX,SFX,2022-09-25,58019,Belgium waffle,WF,8,0
6749,516,JFX,LAX,2022-09-25,58488,Tapas,O2,16,16
6750,1737,DEX,OGX,2022-09-25,58676,Butternut squash schnitzel,V,10,8
6751,1898,LAX,ORX,2022-09-27,60549,Vegetarian chili and polenta cake,V,1,0
6752,1738,LAX,AUX,2022-09-29,60983,Zatar chicken,C,9,10
6753,2631,SFX,PHX,2022-09-09,60987,Impossible Meatball Bowl,V,2,0
6754,2418,SNX,IAX,2022-09-09,60983,Zatar chicken,C,10,0
6755,2007,ORX,GUX,2022-09-10,58019,Belgium waffle,WF,7,1
6756,2648,IAX,DEX,2022-09-14,60983,Zatar chicken,C,9,0
6757,472,IAX,IAX,2022-09-15,58272,Horchata steel cut oatmeal,OM,2,0
6758,459,EWX,SNX,2022-09-15,60987,Impossible Meatball Bowl,V,4,4
6759,1883,IAX,LAX,2022-09-23,61360,Brioche cheeseburger,B,6,6
6760,1254,SAX,ORX,2022-09-10,58981,Scrambled eggs,O,8,0
6761,583,YYX,SFX,2022-09-16,61529,Zatar chicken,C,7,7
6762,1220,LAX,OGX,2022-09-14,61360,Brioche cheeseburger,B,2,0
6763,711,ORX,AUX,2022-09-19,58272,Horchata steel cut oatmeal,OM,1,0
6764,1548,ORX,MEX,2022-09-21,61529,Zatar chicken,C,7,0
6765,670,EWX,AUX,2022-09-28,58272,Horchata steel cut oatmeal,OM,3,0
6766,514,DEX,PHX,2022-09-13,58563,Tomato and kale baked egg,E,2,0
6767,1753,EWX,RSX,2022-09-14,60983,Zatar chicken,C,6,6
6768,659,EWX,IAX,2022-09-14,60983,Zatar chicken,C,7,3
6769,1468,DEX,EWX,2022-09-16,60987,Impossible Meatball Bowl,V,8,3
6770,749,ORX,SEX,2022-09-18,58019,Belgium waffle,WF,10,6
6771,540,SFX,OGX,2022-09-23,53014,Thai chicken,C,7,7
6772,1511,IAX,PHX,2022-09-24,60549,Vegetarian chili and polenta cake,V,3,0
6773,1479,ORX,JAX,2022-09-04,61529,Zatar chicken,C,7,7
6774,2329,PDX,DEX,2022-09-08,60987,Impossible Meatball Bowl,V,8,8
6775,1278,CUX,LAX,2022-09-09,58110,Vegetarian entree,V,16,4
6776,2284,SNX,IAX,2022-09-10,60987,Impossible Meatball Bowl,V,5,0
6777,1021,IAX,CUX,2022-09-15,60987,Impossible Meatball Bowl,V,8,8
6778,451,ORX,ANX,2022-09-16,60983,Zatar chicken,C,10,8
6779,1875,YVX,DEX,2022-09-14,61530,Impossible Meatball Bowl,V,5,2
6780,787,DEX,SJX,2022-09-16,60549,Vegetarian chili and polenta cake,V,2,1
6781,1126,DEX,CUX,2022-09-18,60983,Zatar chicken,C,11,0
6782,1451,EWX,PBX,2022-09-20,60987,Impossible Meatball Bowl,V,7,4
6783,567,IAX,CVX,2022-09-21,61529,Zatar chicken,C,5,0
6784,2264,PVX,IAX,2022-09-24,61530,Impossible Meatball Bowl,V,5,0
6785,637,IAX,EWX,2022-09-26,60987,Impossible Meatball Bowl,V,10,3
6786,680,EWX,LAX,2022-09-28,58981,Scrambled eggs,O,20,10
6787,1442,IAX,SAX,2022-09-01,58981,Scrambled eggs,O,10,7
6788,2172,GRX,DEX,2022-09-03,60983,Zatar chicken,C,12,10
6789,1196,IAX,IAX,2022-09-05,58764,Mediterranean Falafel Bowl,V,3,3
6790,6356,IAX,SAX,2022-09-09,57994,Classic selection cheese tray,O,4,0
6791,2047,MCX,EWX,2022-09-14,58019,Belgium waffle,WF,10,9
6792,615,IAX,SMX,2022-09-17,60987,Impossible Meatball Bowl,V,8,0
6793,1102,DEX,LAX,2022-09-18,60549,Vegetarian chili and polenta cake,V,3,3
6794,2264,PVX,IAX,2022-09-26,61530,Impossible Meatball Bowl,V,5,5
6795,1213,SFX,PVX,2022-09-28,58574,Belgium waffle,WF,4,1
6796,2054,IAX,DEX,2022-09-28,58019,Belgium waffle,WF,6,5
6797,2483,SFX,HNX,2022-09-28,60458,Crispy Hawaiian garlic tofu,V,3,0
6798,2430,ORX,BOX,2022-09-29,61524,Scrambled eggs,O,7,0
6799,1723,OGX,SFX,2022-09-23,58091,Chicken katsu,C,44,44
6800,332,FCX,ORX,2022-09-24,61529,Zatar chicken,C,14,12
6801,234,DEX,SFX,2022-09-25,60987,Impossible Meatball Bowl,V,6,6
6802,648,BOX,DEX,2022-09-27,58019,Belgium waffle,WF,20,20
6803,2096,ORX,LAX,2022-09-28,60987,Impossible Meatball Bowl,V,18,0
6804,1431,OGX,DEX,2022-09-29,58484,"ENT, BREAKFAST FRUIT AND CHEESE PROTEIN BOWL, PLACE ON TSU",O,6,6
6805,779,DEX,PDX,2022-09-26,58272,Horchata steel cut oatmeal,OM,1,0
6806,1904,GUX,IAX,2022-09-07,58109,Chicken breast entree,C,10,8
6807,2301,SNX,DEX,2022-09-07,60983,Zatar chicken,C,10,9
6808,2368,PIX,SFX,2022-09-09,58574,Belgium waffle,WF,6,0
6809,1692,CUX,DEX,2022-09-15,58109,Chicken breast entree,C,12,7
6810,360,ORX,MEX,2022-09-18,58563,Tomato and kale baked egg,E,2,0
6811,1841,DEX,IAX,2022-09-20,58019,Belgium waffle,WF,6,5
6812,2470,RSX,IAX,2022-09-25,61530,Impossible Meatball Bowl,V,5,3
6813,2344,RSX,DEX,2022-09-20,60987,Impossible Meatball Bowl,V,6,0
6814,2426,IAX,ORX,2022-09-27,60987,Impossible Meatball Bowl,V,16,14
6815,2003,SFX,IAX,2022-09-18,60983,Zatar chicken,C,18,16
6816,2391,LAX,IAX,2022-09-21,60983,Zatar chicken,C,12,0
6817,522,JFX,SFX,2022-09-22,58049,Cinnamon French toast,FT,5,3
6818,1889,ORX,LAX,2022-09-23,58563,Tomato and kale baked egg,E,2,0
6819,1898,LAX,ORX,2022-09-25,60549,Vegetarian chili and polenta cake,V,1,0
6820,2328,ORX,SFX,2022-09-26,60983,Zatar chicken,C,28,26
6821,1054,CUX,EWX,2022-09-29,58110,Vegetarian entree,V,8,3
6822,1212,DEX,PIX,2022-09-28,60983,Zatar chicken,C,7,0
6823,1529,ORX,JAX,2022-09-29,58272,Horchata steel cut oatmeal,OM,1,0
6824,705,IAX,EWX,2022-09-30,61360,Brioche cheeseburger,B,2,0
6825,1518,EWX,FLX,2022-09-23,58574,Belgium waffle,WF,6,5
6826,1445,IAX,DCX,2022-09-24,60983,Zatar chicken,C,8,5
6827,1625,EWX,STX,2022-09-27,58019,Belgium waffle,WF,9,0
6828,2387,FLX,ORX,2022-09-27,60983,Zatar chicken,C,12,1
6829,1920,IAX,CZX,2022-09-27,61360,Brioche cheeseburger,B,3,0
6830,1729,SFX,CLX,2022-09-29,60983,Zatar chicken,C,9,0
6831,1511,IAX,PHX,2022-09-27,60987,Impossible Meatball Bowl,V,6,4
6832,1212,DEX,PIX,2022-09-18,60983,Zatar chicken,C,28,27
6833,1535,LAX,EWX,2022-09-28,58981,Scrambled eggs,O,16,0
6834,1865,DEX,IAX,2022-09-08,58981,Scrambled eggs,O,7,7
6835,1508,DEX,SAX,2022-09-21,61360,Brioche cheeseburger,B,1,0
6836,2201,EWX,SAX,2022-09-27,60987,Impossible Meatball Bowl,V,4,0
6837,2170,RSX,ORX,2022-09-04,61529,Zatar chicken,C,7,0
6838,311,EWX,DEX,2022-09-30,60987,Impossible Meatball Bowl,V,7,8
6839,585,PHX,EWX,2022-09-10,60987,Impossible Meatball Bowl,V,6,5
6840,1299,ORX,GEX,2022-09-11,60983,Zatar chicken,C,8,8
6841,565,DEX,EWX,2022-09-13,61360,Brioche cheeseburger,B,2,0
6842,1577,EWX,TPX,2022-09-19,58764,Mediterranean Falafel Bowl,V,1,0
6843,539,ORX,FCX,2022-09-25,58574,Belgium waffle,WF,6,4
6844,585,PHX,EWX,2022-09-29,60983,Zatar chicken,C,8,8
6845,1515,DEX,GEX,2022-09-07,58574,Belgium waffle,WF,5,1
6846,2131,SMX,DEX,2022-09-01,60983,Zatar chicken,C,12,11
6847,1187,DFX,ORX,2022-09-05,61530,Impossible Meatball Bowl,V,5,0
6848,1815,MCX,DEX,2022-09-07,60987,Impossible Meatball Bowl,V,6,0
6849,2377,LAX,DEX,2022-09-15,58019,Belgium waffle,WF,5,3
6850,210,IAX,BOX,2022-09-18,60549,Vegetarian chili and polenta cake,V,1,0
6851,523,SFX,JFX,2022-09-25,58488,Tapas,O2,8,8
6852,388,LAX,IAX,2022-09-11,60987,Impossible Meatball Bowl,V,8,8
6853,1724,SFX,KOX,2022-09-28,60458,Crispy Hawaiian garlic tofu,V,8,5
6854,2313,DEX,ORX,2022-09-29,60987,Impossible Meatball Bowl,V,7,0
6855,316,FLX,IAX,2022-09-02,60983,Zatar chicken,C,10,5
6856,2667,DEX,SNX,2022-09-14,58019,Belgium waffle,WF,7,0
6857,1746,SFX,IAX,2022-09-28,60987,Impossible Meatball Bowl,V,11,0
6858,2267,LAX,EWX,2022-09-29,53154,Vegetarian entree,VG,1,0
6859,360,ORX,MEX,2022-09-16,58574,Belgium waffle,WF,6,4
6860,493,EWX,IAX,2022-09-19,58563,Tomato and kale baked egg,E,1,0
6861,1038,DEX,CHX,2022-09-18,58574,Belgium waffle,WF,5,5
6862,392,PDX,IAX,2022-09-23,53164,Vegetarian entree,VG,1,1
6863,1624,SBX,DEX,2022-09-28,60987,Impossible Meatball Bowl,V,6,0
6864,1930,EWX,MCX,2022-09-23,61360,Brioche cheeseburger,B,3,0
6865,2385,LAX,IAX,2022-09-28,58981,Scrambled eggs,O,9,8
6866,1229,IAX,DEX,2022-09-22,58019,Belgium waffle,WF,16,12
6867,514,DEX,PHX,2022-09-30,58019,Belgium waffle,WF,5,0
6868,764,DEX,ORX,2022-09-01,58019,Belgium waffle,WF,28,26
6869,212,ATX,SFX,2022-09-02,61530,Impossible Meatball Bowl,V,5,3
6870,1676,PDX,DEX,2022-09-03,61530,Impossible Meatball Bowl,V,5,0
6871,2632,MSX,IAX,2022-09-05,58981,Scrambled eggs,O,8,0
6872,733,DEX,CVX,2022-09-05,58764,Mediterranean Falafel Bowl,V,2,1
6873,458,BWX,SFX,2022-09-06,58019,Belgium waffle,WF,7,0
6874,1220,LAX,OGX,2022-09-09,60458,Crispy Hawaiian garlic tofu,V,8,0
6875,2333,SFX,MCX,2022-09-09,58272,Horchata steel cut oatmeal,OM,4,4
6876,2271,DEX,SMX,2022-09-09,60987,Impossible Meatball Bowl,V,10,6
6877,2401,BOX,SFX,2022-09-10,60983,Zatar chicken,C,12,0
6878,1722,SFX,KOX,2022-09-14,57484,Tomato and kale baked egg,E,5,3
6879,2611,IAX,IAX,2022-09-15,60987,Impossible Meatball Bowl,V,6,3
6880,1537,IAX,EWX,2022-09-16,58981,Scrambled eggs,O,14,7
6881,6095,IAX,MSX,2022-09-22,57994,Classic selection cheese tray,O,10,0
6882,598,EWX,LAX,2022-09-23,58981,Scrambled eggs,O,16,7
6883,1898,LAX,ORX,2022-09-01,60983,Zatar chicken,C,16,12
6884,733,DEX,CVX,2022-09-02,60983,Zatar chicken,C,9,0
6885,2011,LAX,ORX,2022-09-02,60987,Impossible Meatball Bowl,V,16,4
6886,705,IAX,EWX,2022-09-04,60549,Vegetarian chili and polenta cake,V,1,0
6887,406,SAX,DEX,2022-09-05,58019,Belgium waffle,WF,8,0
6888,407,DEX,LGX,2022-09-06,58764,Mediterranean Falafel Bowl,V,4,0
6889,1518,EWX,FLX,2022-09-07,58563,Tomato and kale baked egg,E,4,0
6890,1154,EWX,LAX,2022-09-07,61360,Brioche cheeseburger,B,3,0
6891,437,DEX,LAX,2022-09-04,61360,Brioche cheeseburger,B,2,0
6892,2415,DEX,SBX,2022-09-06,58764,Mediterranean Falafel Bowl,V,2,0
6893,2385,LAX,IAX,2022-09-07,58563,Tomato and kale baked egg,E,4,3
6894,675,EWX,SEX,2022-09-08,53130,ASIAN VEGETARIAN MEAL,AV,3,3
6895,1845,IAX,IAX,2022-09-09,60987,Impossible Meatball Bowl,V,14,8
6896,1007,DEX,SEX,2022-09-09,60983,Zatar chicken,C,18,16
6897,1872,IAX,PHX,2022-09-10,61530,Impossible Meatball Bowl,V,4,4
6898,2425,LAX,BOX,2022-09-03,58764,Mediterranean Falafel Bowl,V,1,0
6899,2088,DEX,IAX,2022-09-03,58272,Horchata steel cut oatmeal,OM,2,2
6900,1657,ORX,CUX,2022-09-05,60987,Impossible Meatball Bowl,V,14,2
6901,2369,SFX,DEX,2022-09-05,60983,Zatar chicken,C,8,8
6902,1486,DEX,YVX,2022-09-07,58764,Mediterranean Falafel Bowl,V,8,4
6903,1973,ORX,SFX,2022-09-07,60983,Zatar chicken,C,10,10
6904,2109,EWX,SAX,2022-09-09,58272,Horchata steel cut oatmeal,OM,1,0
6905,227,BOX,IAX,2022-09-10,58981,Scrambled eggs,O,20,20
6906,1739,IAX,LAX,2022-09-01,60983,Zatar chicken,C,22,19
6907,1926,LAX,DEX,2022-09-02,60987,Impossible Meatball Bowl,V,6,0
6908,1080,SJX,EWX,2022-09-02,58105,Protein egg entree,O,10,2
6909,1097,IAX,SJX,2022-09-02,58981,Scrambled eggs,O,8,0
6910,1925,SNX,EWX,2022-09-08,60983,Zatar chicken,C,7,7
6911,1153,DEX,MSX,2022-09-09,58574,Belgium waffle,WF,7,7
6912,2607,LAX,IAX,2022-09-13,60983,Zatar chicken,C,8,5
6913,2043,PHX,ORX,2022-09-15,58019,Belgium waffle,WF,10,9
6914,779,DEX,PDX,2022-09-16,58981,Scrambled eggs,O,7,0
6915,2441,ORX,AUX,2022-09-17,61530,Impossible Meatball Bowl,V,4,3
6916,1930,EWX,MCX,2022-09-18,60549,Vegetarian chili and polenta cake,V,2,0
6917,1813,DEX,EWX,2022-09-22,58563,Tomato and kale baked egg,E,2,0
6918,1981,SNX,ORX,2022-09-01,60983,Zatar chicken,C,7,4
6919,1537,EWX,TPX,2022-09-03,61529,Zatar chicken,C,7,4
6920,5817,BNX,DEX,2022-09-05,57994,Classic selection cheese tray,O,12,5
6921,2441,ORX,AUX,2022-09-06,61360,Brioche cheeseburger,B,2,0
6922,1057,CUX,IAX,2022-09-08,58109,Chicken breast entree,C,12,2
6923,455,EWX,MSX,2022-09-11,60549,Vegetarian chili and polenta cake,V,1,0
6924,2411,LAX,IAX,2022-09-13,60987,Impossible Meatball Bowl,V,13,0
6925,2634,IAX,PDX,2022-09-26,58019,Belgium waffle,WF,14,0
6926,2060,SFX,EWX,2022-09-29,15594,Vegetarian entree,VG,1,1
6927,1577,EWX,TPX,2022-09-12,61529,Zatar chicken,C,7,6
6928,325,AUX,EWX,2022-09-12,60983,Zatar chicken,C,24,14
6929,1789,SFX,IAX,2022-09-18,60983,Zatar chicken,C,11,0
6930,424,YYX,DEX,2022-09-26,45387,Spinach and red pepper quiche,E,24,24
6931,530,IAX,CLX,2022-09-27,60987,Impossible Meatball Bowl,V,4,2
6932,1127,PHX,ORX,2022-09-30,60987,Impossible Meatball Bowl,V,8,1
6933,2174,ORX,MCX,2022-09-06,60987,Impossible Meatball Bowl,V,8,8
6934,314,DEX,IAX,2022-09-08,60987,Impossible Meatball Bowl,V,12,8
6935,478,BOX,SFX,2022-09-10,60983,Zatar chicken,C,11,10
6936,1806,LAX,EWX,2022-09-14,60987,Impossible Meatball Bowl,V,14,5
6937,709,DEX,SFX,2022-09-18,61530,Impossible Meatball Bowl,V,5,2
6938,1242,LAX,DEX,2022-09-20,60983,Zatar chicken,C,16,5
6939,2483,SFX,HNX,2022-09-20,54759,Seared beef short rib,B,16,8
6940,479,SAX,ORX,2022-09-02,60983,Zatar chicken,C,12,12
6941,2043,PHX,ORX,2022-09-01,58019,Belgium waffle,WF,10,4
6942,716,IAX,ORX,2022-09-13,60983,Zatar chicken,C,11,5
6943,1118,DFX,IAX,2022-09-13,61530,Impossible Meatball Bowl,V,5,4
6944,724,ORX,PHX,2022-09-28,60987,Impossible Meatball Bowl,V,9,2
6945,1425,ORX,AUX,2022-09-02,61530,Impossible Meatball Bowl,V,5,0
6946,2338,IAX,PHX,2022-09-12,58764,Mediterranean Falafel Bowl,V,1,0
6947,2385,LAX,IAX,2022-09-20,58272,Horchata steel cut oatmeal,OM,1,0
6948,2680,DEX,ORX,2022-09-20,58563,Tomato and kale baked egg,E,3,3
6949,572,AUX,SFX,2022-09-20,61530,Impossible Meatball Bowl,V,5,1
6950,2157,IAX,SFX,2022-09-20,60983,Zatar chicken,C,24,20
6951,1141,IAX,TPX,2022-09-21,60983,Zatar chicken,C,8,2
6952,557,DEX,MFX,2022-09-23,60987,Impossible Meatball Bowl,V,6,5
6953,686,EUX,DEX,2022-09-24,61529,Zatar chicken,C,7,6
6954,727,EWX,SEX,2022-09-04,56447,Kosher Meal,KS,1,0
6955,2046,DEX,TPX,2022-09-05,58574,Belgium waffle,WF,4,4
6956,2199,EWX,PHX,2022-09-06,60983,Zatar chicken,C,20,12
6957,1140,EWX,PBX,2022-09-08,60987,Impossible Meatball Bowl,V,4,1
6958,2196,ORX,IAX,2022-09-11,61360,Brioche cheeseburger,B,2,0
6959,801,EWX,MCX,2022-09-15,58981,Scrambled eggs,O,10,6
6960,1274,DEX,RIX,2022-09-15,60549,Vegetarian chili and polenta cake,V,1,0
6961,415,BOX,DEX,2022-09-17,60987,Impossible Meatball Bowl,V,8,0
6962,1121,DEX,JAX,2022-09-18,61530,Impossible Meatball Bowl,V,4,0
6963,1996,MIX,IAX,2022-09-18,58574,Belgium waffle,WF,6,0
6964,1021,IAX,CUX,2022-09-21,61360,Brioche cheeseburger,B,1,1
6965,2673,SEX,DEX,2022-09-02,58019,Belgium waffle,WF,8,0
6966,1525,IAX,EWX,2022-09-04,58019,Belgium waffle,WF,15,10
6967,1918,DEX,LIX,2022-09-04,60983,Zatar chicken,C,14,7
6968,794,DEX,MKX,2022-09-05,58764,Mediterranean Falafel Bowl,V,1,1
6969,1619,DEX,BDX,2022-09-10,60983,Zatar chicken,C,10,8
6970,465,DEX,BUX,2022-09-15,60983,Zatar chicken,C,9,8
6971,1890,SFX,INX,2022-09-15,61360,Brioche cheeseburger,B,2,0
6972,648,BOX,DEX,2022-09-16,58019,Belgium waffle,WF,10,7
6973,1744,IAX,CVX,2022-09-24,60983,Zatar chicken,C,12,5
6974,2374,LAX,KOX,2022-09-24,58049,Cinnamon French toast,FT,8,4
6975,452,DEX,ORX,2022-09-25,61360,Brioche cheeseburger,B,4,0
6976,1555,DEX,LGX,2022-09-27,61360,Brioche cheeseburger,B,2,0
6977,1595,MEX,ORX,2022-09-29,58105,Protein egg entree,O,7,5
6978,2610,LAX,BOX,2022-09-30,58272,Horchata steel cut oatmeal,OM,3,3
6979,2372,DFX,SFX,2022-09-07,58574,Belgium waffle,WF,6,0
6980,2407,ORX,LAX,2022-09-08,61360,Brioche cheeseburger,B,2,0
6981,210,IAX,BOX,2022-09-09,58390,"Tomato, basil and mozzarella sandwich",O,20,0
6982,2228,LAX,DEX,2022-09-11,58764,Mediterranean Falafel Bowl,V,1,0
6983,2156,IAX,SFX,2022-09-12,60987,Impossible Meatball Bowl,V,8,0
6984,1766,SFX,DFX,2022-09-14,61360,Brioche cheeseburger,B,1,0
6985,626,DEX,ORX,2022-09-01,60983,Zatar chicken,C,12,8
6986,1196,IAX,IAX,2022-09-02,61530,Impossible Meatball Bowl,V,3,1
6987,2433,DEX,GRX,2022-09-03,61360,Brioche cheeseburger,B,2,2
6988,1035,IAX,PTX,2022-09-02,60987,Impossible Meatball Bowl,V,5,4
6989,2663,ORX,DEX,2022-09-03,60987,Impossible Meatball Bowl,V,6,0
6990,1928,SFX,ORX,2022-09-05,58766,Gingerbread French Toast,FT,1,0
6991,2676,IAX,LAX,2022-09-09,60983,Zatar chicken,C,20,8
6992,1244,PVX,SFX,2022-09-02,58109,Chicken breast entree,C,7,5
6993,2438,LGX,DEX,2022-09-03,61530,Impossible Meatball Bowl,V,5,3
6994,6376,IAX,OAX,2022-09-12,57994,Classic selection cheese tray,O,5,4
6995,2251,SAX,IAX,2022-09-21,61529,Zatar chicken,C,7,7
6996,1922,IAX,SAX,2022-09-23,60983,Zatar chicken,C,18,8
6997,497,DEX,MSX,2022-09-23,61360,Brioche cheeseburger,B,1,0
6998,2611,IAX,IAX,2022-09-30,60983,Zatar chicken,C,8,0
6999,1709,DEX,PVX,2022-09-01,61524,Scrambled eggs,O,6,0
7000,1934,SNX,ORX,2022-09-14,58019,Belgium waffle,WF,16,12
7001,463,IAX,PDX,2022-09-14,61360,Brioche cheeseburger,B,6,0
7002,1500,EWX,LAX,2022-09-16,58049,Cinnamon French toast,FT,13,0
7003,1885,EWX,RSX,2022-09-16,60987,Impossible Meatball Bowl,V,2,0
7004,1291,IAX,SAX,2022-09-16,60987,Impossible Meatball Bowl,V,7,0
7005,2328,ORX,SFX,2022-09-18,61360,Brioche cheeseburger,B,6,0
7006,2109,EWX,SAX,2022-09-26,60983,Zatar chicken,C,20,14
